Key	Value
{2}\n灵气值：{0:N0}/{1:N0}\n法宝在空闲时，或灵气耗完后会从角色身上吸取灵气。	{2}\n灵气值：{0:N0}/{1:N0}\n法宝在空闲时，或灵气耗完后会从角色身上吸取灵气。
{2}{3}\n {0}\n剩余:{1}	{2}{3}\n {0}\n剩余:{1}
选择地点	选择地点
经验加成	经验加成
从之前突破失败中获得的成功率加成。失败次数越多，成功率越高。	从之前突破失败中获得的成功率加成。失败次数越多，成功率越高。
心境加成	心境加成
突破时的心境对突破成功率的影响。	突破时的心境对突破成功率的影响。
附加加成	附加加成
突破时正在生效成功率造成影响的附加效果，例如丹药、奇遇等等。	突破时正在生效成功率造成影响的附加效果，例如丹药、奇遇等等。
风水加成	风水加成
突破时门派风水对突破成功率的影响。	突破时门派风水对突破成功率的影响。
天气加成	天气加成
突破时的天气对突破成功率的影响。	突破时的天气对突破成功率的影响。
阴阳加成	阴阳加成
突破时的阴阳偏向对突破成功率的影响。\n在五行属性中，火木属阳性，在白天得到加成；金水属阴性，在夜晚得到加成；土则需要阴阳均衡。	突破时的阴阳偏向对突破成功率的影响。\n在五行属性中，火木属阳性，在白天得到加成；金水属阴性，在夜晚得到加成；土则需要阴阳均衡。
时节加成	时节加成
突破时时节对突破成功率的影响。\n春属木，夏属火，秋属金，冬属水，土属性则在每季末尾最佳。	突破时时节对突破成功率的影响。\n春属木，夏属火，秋属金，冬属水，土属性则在每季末尾最佳。
五行匹配	五行匹配
突破地点的五行属性与功法的匹配度对突破成功率的影响。	突破地点的五行属性与功法的匹配度对突破成功率的影响。
灵气浓度	灵气浓度
突破地点的灵气浓度对突破成功率的影响。	突破地点的灵气浓度对突破成功率的影响。
{0}品	{0}品
结丹时的心境对丹品的影响。	结丹时的心境对丹品的影响。
结丹时的天气对丹品的影响。	结丹时的天气对丹品的影响。
结丹时的阴阳偏向对丹品的影响。\n在五行属性中，火木属阳性，在白天得到加成；金水属阴性，在夜晚得到加成；土则需要阴阳均衡。	结丹时的阴阳偏向对丹品的影响。\n在五行属性中，火木属阳性，在白天得到加成；金水属阴性，在夜晚得到加成；土则需要阴阳均衡。
结丹时时节对丹品的影响。\n春属木，夏属火，秋属金，冬属水，土属性则在每季末尾最佳。	结丹时时节对丹品的影响。\n春属木，夏属火，秋属金，冬属水，土属性则在每季末尾最佳。
功法匹配	功法匹配
结丹时自身属性与功法的匹配度对丹品的影响。	结丹时自身属性与功法的匹配度对丹品的影响。
灵气加成	灵气加成
结丹地点的灵气浓度对结丹效果的影响。	结丹地点的灵气浓度对结丹效果的影响。
结丹地点的五行属性与功法的匹配度对结丹效果的影响。	结丹地点的五行属性与功法的匹配度对结丹效果的影响。
\n<font color=#0000FF>[右击可指定原材料]</font>	\n<font color=#0000FF>[右击可指定原材料]</font>
生成全景图片需要一定的时间，请不要移动鼠标并耐心等待直到提示完成。	生成全景图片需要一定的时间，请不要移动鼠标并耐心等待直到提示完成。
截图已经保存到：\n{0}	截图已经保存到：\n{0}
正在拼接图片(1)……	正在拼接图片(1)……
正在拼接图片({0})……	正在拼接图片({0})……
即将完成……	即将完成……
你已经离开硬核模式	你已经离开硬核模式
重载所有脚本	重载所有脚本
重载脚本结束	重载脚本结束
游戏中才能执行Lua	游戏中才能执行Lua
重载Lua	重载Lua
重载Thing	重载Thing
重载MapStory	重载MapStory
重载SkillTree	重载SkillTree
重载Modifier	重载Modifier
重载Skill	重载Skill
重载FightDriver	重载FightDriver
成功！	成功！
失败！	失败！
空白	空白
似乎随便画画就可以得到神奇的结果。	似乎随便画画就可以得到神奇的结果。
地图种子	地图种子
已将分享码复制到粘贴板中。	已将分享码复制到粘贴板中。
分享码无效。	分享码无效。
分享码	分享码
拍照模式	拍照模式
问题上报	问题上报
自定义快捷键	自定义快捷键
难度调整	难度调整
系统设置	系统设置
返回主菜单	返回主菜单
返回主菜单将会丢失所有未保存的进度，确定要返回吗？	返回主菜单将会丢失所有未保存的进度，确定要返回吗？
退出游戏	退出游戏
退出将会丢失所有未保存的进度，确定要退出吗？	退出将会丢失所有未保存的进度，确定要退出吗？
存档并返回	存档并返回
存档并退出	存档并退出
数据与成就	数据与成就
{1}季\n剩余{0}天	{1}季\n剩余{0}天
游戏 暂停/继续\n[keycode]GamePauseOrPlay[/keycode]	游戏 暂停/继续\n[keycode]GamePauseOrPlay[/keycode]
1倍速\n[keycode]SpeedP[/keycode]  降低速度\n[keycode]SpeedN[/keycode]  提升速度	1倍速\n[keycode]SpeedP[/keycode]  降低速度\n[keycode]SpeedN[/keycode]  提升速度
2倍速\n[keycode]SpeedP[/keycode]  降低速度\n[keycode]SpeedN[/keycode]  提升速度	2倍速\n[keycode]SpeedP[/keycode]  降低速度\n[keycode]SpeedN[/keycode]  提升速度
{0}倍速\n[keycode]SpeedP[/keycode]  降低速度\n[keycode]SpeedN[/keycode]  提升速度	{0}倍速\n[keycode]SpeedP[/keycode]  降低速度\n[keycode]SpeedN[/keycode]  提升速度
快捷键	快捷键
系统	系统
天下	天下
时间变化	时间变化
调整当前时间	调整当前时间
季节变化	季节变化
更换当前季节	更换当前季节
天气变化	天气变化
更换天气	更换天气
生成物品	生成物品
生成随机原材料的物品。	生成随机原材料的物品。
拍照模式。	拍照模式。
普通物品	普通物品
特殊物品	特殊物品
随机秘籍	随机秘籍
随机生成一本秘籍	随机生成一本秘籍
随机法宝	随机法宝
随机生成一个法宝	随机生成一个法宝
随机符咒	随机符咒
随机生成一个符咒	随机生成一个符咒
角色按钮显示\n左键点击:\n显示内门:{0}(切换快捷键:{1})\n显示外门:{2}(切换快捷键:{3})\n\n右键点击:\n简易模式:{4}(切换快捷键:{5})）	角色按钮显示\n左键点击:\n显示内门:{0}(切换快捷键:{1})\n显示外门:{2}(切换快捷键:{3})\n\n右键点击:\n简易模式:{4}(切换快捷键:{5})）
开	开
关	关
{0}{6}\n健康:{1:P0}\n饥饿:{2:N0}\n口渴:{3:N0}\n精力:{4:N0}\n情绪:{5:N0}	{0}{6}\n健康:{1:P0}\n饥饿:{2:N0}\n口渴:{3:N0}\n精力:{4:N0}\n情绪:{5:N0}
(访客)	(访客)
{0}[{7}]\n灵气:{8:N0}\n健康:{1:P0}\n心境:{6:N0}\n饥饿:{2:N0}\n口渴:{3:N0}\n精力:{4:N0}\n情绪:{5:N0}	{0}[{7}]\n灵气:{8:N0}\n健康:{1:P0}\n心境:{6:N0}\n饥饿:{2:N0}\n口渴:{3:N0}\n精力:{4:N0}\n情绪:{5:N0}
\n重要情绪:	\n重要情绪:
\n[color=#009600]风水建筑[/color]	\n[color=#009600]风水建筑[/color]
\n[color=#B65704]产出:[/color]	\n[color=#B65704]产出:[/color]
生存目标	生存目标
门派建设	门派建设
修行进阶	修行进阶
第{0}天 {1:D2}:{2:D2} {3}	第{0}天 {1:D2}:{2:D2} {3}
{0}\n剩余：{1}	{0}\n剩余：{1}
门派风水：{0}	门派风水：{0}
(室)	(室)
(冰)	(冰)
未探索	未探索
灵气:{0}	灵气:{0}
确定重置所有的快捷键吗？	确定重置所有的快捷键吗？
重置快捷键	重置快捷键
请输入任意按键	请输入任意按键
该热键已被系统锁定	该热键已被系统锁定
该热键存在重复注册	该热键存在重复注册
非常抱歉！因为大量数据的改变导致上古之兽版本不再支持之前的存档。\n但我们为上古之兽(0.95)前的版本提供了新的开局模式[color=#D06508][轮回开局][/color]。\n轮回开局会延续旧存档的部分故事和数据，您可以通过读取旧存档开始全新的故事！	非常抱歉！因为大量数据的改变导致上古之兽版本不再支持之前的存档。\n但我们为上古之兽(0.95)前的版本提供了新的开局模式[color=#D06508][轮回开局][/color]。\n轮回开局会延续旧存档的部分故事和数据，您可以通过读取旧存档开始全新的故事！
你改变了系统语言，重新启动后生效。\nyou changed the language and took effect after restarting.	你改变了系统语言，重新启动后生效。\nyou changed the language and took effect after restarting.
我们强烈建议您先进行一次[color=#D06508]新人模式[/color]。\n新人模式下会使用我们预制好的地图和角色开局，这会让您更加容易上手并熟悉游戏。\n当然这并不是必须的,确定要使用经典模式吗？	我们强烈建议您先进行一次[color=#D06508]新人模式[/color]。\n新人模式下会使用我们预制好的地图和角色开局，这会让您更加容易上手并熟悉游戏。\n当然这并不是必须的,确定要使用经典模式吗？
太虚幻境\n无事件发生\n无角色存在\n瞬间完成建造\n虚空造物\n随意调整时间\n随意召唤天气\n适合大部分玩家	太虚幻境\n无事件发生\n无角色存在\n瞬间完成建造\n虚空造物\n随意调整时间\n随意召唤天气\n适合大部分玩家
经典模式需要先完成基础教学才能解锁	经典模式需要先完成基础教学才能解锁
新人模式需要先完成基础教学才能解锁	新人模式需要先完成基础教学才能解锁
太虚幻境需要先完成基础教学才能解锁	太虚幻境需要先完成基础教学才能解锁
波澜不惊不能开启真仙模式	波澜不惊不能开启真仙模式
我们强烈建议您在进行真仙模式前尽可能的熟悉游戏，真仙模式下您将会面临极大的挑战。\n确定要打开真仙模式吗？	我们强烈建议您在进行真仙模式前尽可能的熟悉游戏，真仙模式下您将会面临极大的挑战。\n确定要打开真仙模式吗？
抱歉，该存档已经不再被支持。但你可以以它为基础轮回新的世界。\n(也可以通过切换游戏分支为0.94使用老版本继续游戏)\n需要轮回吗？\n	抱歉，该存档已经不再被支持。但你可以以它为基础轮回新的世界。\n(也可以通过切换游戏分支为0.94使用老版本继续游戏)\n需要轮回吗？\n
模组数据不匹配，我们无法保证存档数据的正确性，要继续吗？	模组数据不匹配，我们无法保证存档数据的正确性，要继续吗？
错误的存档，建议删除。	错误的存档，建议删除。
您好，模组管理器已经上线，您曾经使用的模组需要手动在管理器进行激活，另外我们强烈建议直接从模组商店重新订阅相关模组。	您好，模组管理器已经上线，您曾经使用的模组需要手动在管理器进行激活，另外我们强烈建议直接从模组商店重新订阅相关模组。
读取旧世界数据,请耐心等待…	读取旧世界数据,请耐心等待…
旧世界读取失败。	旧世界读取失败。
旧世界尚未创建门派，无法轮回。	旧世界尚未创建门派，无法轮回。
太虚幻境无法轮回。	太虚幻境无法轮回。
分析中,请耐心等待…	分析中,请耐心等待…
你将以以下配置轮回:\n尺寸：{0}\n难度：{1}\n{2}现在进入吗？	你将以以下配置轮回:\n尺寸：{0}\n难度：{1}\n{2}现在进入吗？
真仙模式\n	真仙模式\n
波澜不惊\n事件发生的概率正常\n修炼难度大幅降低\n生存难度大幅降低\n心境调节更容易\n天劫威力较低\n快速模式仅推荐新手游玩	波澜不惊\n事件发生的概率正常\n修炼难度大幅降低\n生存难度大幅降低\n心境调节更容易\n天劫威力较低\n快速模式仅推荐新手游玩
芸芸众生\n事件发生的概率正常\n更快的修炼速度\n更少的参悟消耗\n偶尔会发生危险\n天劫威力正常\n适合大部分玩家	芸芸众生\n事件发生的概率正常\n更快的修炼速度\n更少的参悟消耗\n偶尔会发生危险\n天劫威力正常\n适合大部分玩家
大起大落\n事件发生的概率很频繁\n正常的修炼速度\n正常的参悟消耗\n经常发生激烈的战斗或事件\n天劫威力很强\n适合渴望挑战的玩家	大起大落\n事件发生的概率很频繁\n正常的修炼速度\n正常的参悟消耗\n经常发生激烈的战斗或事件\n天劫威力很强\n适合渴望挑战的玩家
{0}[color=#ff0000](错误)[/color]	{0}[color=#ff0000](错误)[/color]
{0}[color=#9e6404][真仙][/color]	{0}[color=#9e6404][真仙][/color]
{0}[color=#9e6404][幻境][/color]	{0}[color=#9e6404][幻境][/color]
\n该存档版本号过低，可以轮回开局。\n	\n该存档版本号过低，可以轮回开局。\n
确定要删除存档{0}吗？这将不可逆转。	确定要删除存档{0}吗？这将不可逆转。
非常抱歉！存档读取失败。\n愤怒的您可能会责怪开发团队，您的确有理由这样做，这本不应该发生。\n我们非常抱歉！请尝试检查你的模组配置或者读取旧的存档。\n如果需要支持或者报告问题，请发送邮件至:QA@GSQStudio.com。	非常抱歉！存档读取失败。\n愤怒的您可能会责怪开发团队，您的确有理由这样做，这本不应该发生。\n我们非常抱歉！请尝试检查你的模组配置或者读取旧的存档。\n如果需要支持或者报告问题，请发送邮件至:QA@GSQStudio.com。
门派名	门派名
选择后缀	选择后缀
创建门派	创建门派
消息	消息
过期事件({0})	过期事件({0})
过期消息({0})	过期消息({0})
轮回者不能改变姓名。	轮回者不能改变姓名。
这个姓名已经存在了	这个姓名已经存在了
新人模式下不能改变角色，请直接进入游戏。	新人模式下不能改变角色，请直接进入游戏。
轮回模式下不能改变角色，请直接进入游戏。	轮回模式下不能改变角色，请直接进入游戏。
主要角色未选择经历,确定要直接进入游戏吗？	主要角色未选择经历,确定要直接进入游戏吗？
初始人员偏少，可能会因为人手的不足带来生存的压力。	初始人员偏少，可能会因为人手的不足带来生存的压力。
初始人员偏多，可能会因为物资不够而带来生存的压力。	初始人员偏多，可能会因为物资不够而带来生存的压力。
\n因为你尚未完全熟悉游戏,建议使用二到四人开局。\n要直接进入吗？	\n因为你尚未完全熟悉游戏,建议使用二到四人开局。\n要直接进入吗？
{0}{1}的转世	{0}{1}的转世
{0}与{1}感情基础\n{2}	{0}与{1}感情基础\n{2}
新人模式下不能改变角色，请直接开始游戏。	新人模式下不能改变角色，请直接开始游戏。
选择称号	选择称号
无称号	无称号
(特别关注)\n	(特别关注)\n
技能关联:{0}	技能关联:{0}
技能关联:无	技能关联:无
请输入存档名	请输入存档名
确定要覆盖存档{0}吗？	确定要覆盖存档{0}吗？
[color=#bf642f]掌管能力：{3}[/color]\n魅力加成：{0}\n处世加成：{1}\n境界加成：{2}\n	[color=#bf642f]掌管能力：{3}[/color]\n魅力加成：{0}\n处世加成：{1}\n境界加成：{2}\n
[color=#bf642f]分堂掌管压力：{0}[/color]\n{1}	[color=#bf642f]分堂掌管压力：{0}[/color]\n{1}
[color=#bf642f]掌管压力：{0}[/color]\n{1}	[color=#bf642f]掌管压力：{0}[/color]\n{1}
选择掌门	选择掌门
未激活	未激活
[color=#FF0000]未指定掌门[/color]\n	[color=#FF0000]未指定掌门[/color]\n
[color=#FF0000]未指定专精[/color]\n	[color=#FF0000]未指定专精[/color]\n
[color=#FF0000]未指定堂主[/color]\n	[color=#FF0000]未指定堂主[/color]\n
已激活	已激活
设置堂主	设置堂主
更换分堂专精	更换分堂专精
门派规模达到洞天才可以建立分堂。	门派规模达到洞天才可以建立分堂。
分堂名	分堂名
输入分堂名称	输入分堂名称
确定要取消[{0}]吗？	确定要取消[{0}]吗？
[color=#bf642f]已归属：{0}[/color]	[color=#bf642f]已归属：{0}[/color]
选择分堂专精	选择分堂专精
请先为分堂选择专精。	请先为分堂选择专精。
门派声望：{0:F0}\n声望来自于门派各个方面的行为。\n声望会影响来袭敌人的强度。\n声望会影响门派规模:\n山寨: 0\n门派: 500\n洞天: 2000	门派声望：{0:F0}\n声望来自于门派各个方面的行为。\n声望会影响来袭敌人的强度。\n声望会影响门派规模:\n山寨: 0\n门派: 500\n洞天: 2000
正邪倾向:\n正 {0:F0}  邪 {1:F0}\n正邪倾向会影响事件的选择和发展方向	正邪倾向:\n正 {0:F0}  邪 {1:F0}\n正邪倾向会影响事件的选择和发展方向
门派风水\n风水会影响整个门派方方面面	门派风水\n风水会影响整个门派方方面面
规模：{0}	规模：{0}
门派规模会影响门派的人数上限。\n山寨: {0}个\n门派: {1}个\n洞天: {2}个	门派规模会影响门派的人数上限。\n山寨: {0}个\n门派: {1}个\n洞天: {2}个
掌门：{0}	掌门：{0}
门派掌门	门派掌门
弟子数量：{0}/{1}	弟子数量：{0}/{1}
门派弟子总数\n人数上限受门派规模影响：\n山寨: {0}个\n门派: {1}个\n洞天: {2}个	门派弟子总数\n人数上限受门派规模影响：\n山寨: {0}个\n门派: {1}个\n洞天: {2}个
外门弟子：{0}	外门弟子：{0}
门派外门弟子总数	门派外门弟子总数
内门弟子：{0}	内门弟子：{0}
门派内门弟子总数	门派内门弟子总数
死亡弟子：{0}	死亡弟子：{0}
门派已死亡弟子个数	门派已死亡弟子个数
击败普通人：{0}个	击败普通人：{0}个
在战斗中击败普通敌人的数量	在战斗中击败普通敌人的数量
击败修行者：{0}个	击败修行者：{0}个
在战斗中击败修行敌人的数量	在战斗中击败修行敌人的数量
提供帮助：{0}次	提供帮助：{0}次
给路人提供帮助的次数	给路人提供帮助的次数
历练次数：{0}次	历练次数：{0}次
派遣内门弟子历练的次数	派遣内门弟子历练的次数
发现地点：{0}个	发现地点：{0}个
在世界发现新地点的个数	在世界发现新地点的个数
发现秘籍：{0}本	发现秘籍：{0}本
发现并练习新秘籍的数量	发现并练习新秘籍的数量
炼制法宝：{0}件	炼制法宝：{0}件
炼制成功的法宝数量	炼制成功的法宝数量
炼制丹药：{0}颗	炼制丹药：{0}颗
炼制成功的丹药数量	炼制成功的丹药数量
绘制符咒：{0}张	绘制符咒：{0}张
绘制符咒的张数	绘制符咒的张数
施展神通：{0}次	施展神通：{0}次
施展神通的次数	施展神通的次数
{0}\n已死亡\n享年{1:N0}岁	{0}\n已死亡\n享年{1:N0}岁
{0}\n{2}\n{1:N0}岁\n{3}	{0}\n{2}\n{1:N0}岁\n{3}
(已飞升)	(已飞升)
要将{0}驱逐出门派么？这将影响其他角色的情绪。	要将{0}驱逐出门派么？这将影响其他角色的情绪。
内门	内门
外门	外门
与{0}的好感度为:{1:N0}\n\n{2}	与{0}的好感度为:{1:N0}\n\n{2}
请选择	请选择
匹配程度：{0:P0}	匹配程度：{0:P0}
瓶颈\n	瓶颈\n
秘籍:\n[color=#483721]{0}[/color]\n	秘籍:\n[color=#483721]{0}[/color]\n
所修功法：{0}\n{1}	所修功法：{0}\n{1}
任 意	任 意
关闭	关闭
{0}分钟	{0}分钟
持续	持续
{0}天	{0}天
确定要重置教学提示吗？	确定要重置教学提示吗？
教学提示已经重置！	教学提示已经重置！
多线程优化需要重启游戏才能生效。	多线程优化需要重启游戏才能生效。
由于您修改了分辨率，请重新启动游戏。	由于您修改了分辨率，请重新启动游戏。
秘籍参悟({0})	秘籍参悟({0})
确定要消耗{0:F0}点参悟值领悟{1}么？\n这将消耗掉这本秘籍。	确定要消耗{0:F0}点参悟值领悟{1}么？\n这将消耗掉这本秘籍。
提高道行: {0}\n	提高道行: {0}\n
秘籍内容:\n	秘籍内容:\n
[color=#ff0000]参悟值：{0:F0}/{1:F0}[color]\n{2}	[color=#ff0000]参悟值：{0:F0}/{1:F0}[color]\n{2}
参悟值：{0:F0}/{1:F0}\n{2}	参悟值：{0:F0}/{1:F0}\n{2}
[color=#ff0000]所需境界：{0}[color]\n{1}	[color=#ff0000]所需境界：{0}[color]\n{1}
所需境界：{0}\n{1}	所需境界：{0}\n{1}
[color=#ff0000]已达到道行上限[color]\n{0}	[color=#ff0000]已达到道行上限[color]\n{0}
\n[color=#9e6404]前置条件：[/color]	\n[color=#9e6404]前置条件：[/color]
\n[color=#9e6404]不能共存：[/color]	\n[color=#9e6404]不能共存：[/color]
[color=#0000FF]已参悟[/color]\n	[color=#0000FF]已参悟[/color]\n
[{2}]\n所需境界:{3}{4}\n<font color=#9e6404>{0}</font>\n{1}	[{2}]\n所需境界:{3}{4}\n<font color=#9e6404>{0}</font>\n{1}
[color=#ff0000]下一级参悟值：{0:F0}/{1:F0}[color]\n提高道行: {3}\n{2}	[color=#ff0000]下一级参悟值：{0:F0}/{1:F0}[color]\n提高道行: {3}\n{2}
下一级参悟值：{0:F0}/{1:F0}\n提高道行: {3}\n{2}	下一级参悟值：{0:F0}/{1:F0}\n提高道行: {3}\n{2}
参悟值：{0:F0}	参悟值：{0:F0}
[{2}]\n参悟值：{0:F0}/{1:F0}	[{2}]\n参悟值：{0:F0}/{1:F0}
[{0}][color=#0000FF](已参悟)[/color]	[{0}][color=#0000FF](已参悟)[/color]
\n提高道行: {0}	\n提高道行: {0}
{0}\n[color=#9e6404]不能共存：[/color]	{0}\n[color=#9e6404]不能共存：[/color]
\n[align=center][color=#9e6404]----已参悟----[/color][/align]	\n[align=center][color=#9e6404]----已参悟----[/color][/align]
\n[align=center][color=#9e6404]----未参悟----[/color][/align]	\n[align=center][color=#9e6404]----未参悟----[/color][/align]
确定要消耗{0:F0}点参悟值提高{1}等级么？	确定要消耗{0:F0}点参悟值提高{1}等级么？
成功将{0}提升到{1}级！	成功将{0}提升到{1}级！
确定要消耗{0:F0}点参悟值参悟{1}么？	确定要消耗{0:F0}点参悟值参悟{1}么？
[{0:N0}阶	[{0:N0}阶
{0:N0}阶]	{0:N0}阶]
杂项	杂项
材料	材料
消耗	消耗
知道了	知道了
提示	提示
{7}<font color=#D06508>[物体]</font>\n灵气：{1:N0}（{5}{6:N2}/s）\n聚灵：{4} {9}\n美观：{0}\n品阶：{3}\n品质：{2}{10}{8}	{7}<font color=#D06508>[物体]</font>\n灵气：{1:N0}（{5}{6:N2}/s）\n聚灵：{4} {9}\n美观：{0}\n品阶：{3}\n品质：{2}{10}{8}
傀儡	傀儡
<font color=#D06508>[原材料]</font>\n{0}\n	<font color=#D06508>[原材料]</font>\n{0}\n
<font color=#D06508>[傀 儡]</font>\n	<font color=#D06508>[傀 儡]</font>\n
主人：{0}\n	主人：{0}\n
耐久：{0:F0}/{1:F0}\n	耐久：{0:F0}/{1:F0}\n
移动速度：{0:F1}米/秒\n	移动速度：{0:F1}米/秒\n
(停止工作)	(停止工作)
(建造中)	(建造中)
(等待建造)	(等待建造)
(缺乏建造材料)	(缺乏建造材料)
(等待建造材料)	(等待建造材料)
(等待被移动)	(等待被移动)
(等待安装)	(等待安装)
(正常工作)	(正常工作)
(被摧毁)	(被摧毁)
<font color=#D06508>[建 筑]</font>	<font color=#D06508>[建 筑]</font>
[color=#00FF00](风水建筑)[/color]	[color=#00FF00](风水建筑)[/color]
\n燃料剩余: {0:F0}秒	\n燃料剩余: {0:F0}秒
\n水量: {0}	\n水量: {0}
\n香火值: {0:F2}	\n香火值: {0:F2}
\n拥有者: {0}	\n拥有者: {0}
\n所属工作: {0}	\n所属工作: {0}
<font color=#00FF00>可选中</font>\n	<font color=#00FF00>可选中</font>\n
<font color=#FF0000>不可选中</font>\n	<font color=#FF0000>不可选中</font>\n
(成长中)	(成长中)
(被收获)	(被收获)
(已成熟)	(已成熟)
(成熟中)	(成熟中)
(凋谢中)	(凋谢中)
(被烧毁)	(被烧毁)
(生长停止)	(生长停止)
<font color=#D06508>[植物]</font>\n生长效率:{0:N1}%	<font color=#D06508>[植物]</font>\n生长效率:{0:N1}%
\n生长百分比:{0:N1}%	\n生长百分比:{0:N1}%
\n成熟百分比:{0:N1}%	\n成熟百分比:{0:N1}%
矿石	矿石
物体	物体
\n\n<font color=#D06508>[灵植]</font>\n{9}：{10:N2}%\n灵煞趋势：{8}{0:N2}/天\n　蕴养加成：{1}\n　天气加成：{2}\n　季节加成：{3}\n　五行加成：{4}\n　交感加成：{5}\n\n当前状态：{6}\n　{7}\n	\n\n<font color=#D06508>[灵植]</font>\n{9}：{10:N2}%\n灵煞趋势：{8}{0:N2}/天\n　蕴养加成：{1}\n　天气加成：{2}\n　季节加成：{3}\n　五行加成：{4}\n　交感加成：{5}\n\n当前状态：{6}\n　{7}\n
当前灵性	当前灵性
当前煞性	当前煞性
范围：{0}	范围：{0}
腐朽中({0})	腐朽中({0})
{0}后开始腐朽	{0}后开始腐朽
<font color=#00FF00>可选中</font>	<font color=#00FF00>可选中</font>
<font color=#FF0000>不可选中</font>	<font color=#FF0000>不可选中</font>
  <font color=#00FF00>[绑定：{0}]</font>\n\n	  <font color=#00FF00>[绑定：{0}]</font>\n\n
幽淬次数：{0}次\n	幽淬次数：{0}次\n
灵淬次数：{0}次\n	灵淬次数：{0}次\n
<font color=#888888>(无风水)</font>	<font color=#888888>(无风水)</font>
<font color=#00FF00>(契合)</font>	<font color=#00FF00>(契合)</font>
<font color=#FF0000>(不合)</font>	<font color=#FF0000>(不合)</font>
<font color=#888888>(房间外)</font>	<font color=#888888>(房间外)</font>
<font color=#D06508>[镇物{1}]{0}</font>\n	<font color=#D06508>[镇物{1}]{0}</font>\n
(通灵)	(通灵)
(未鉴定)\n	(未鉴定)\n
<font color=#D06508>[装备]</font>\n	<font color=#D06508>[装备]</font>\n
伤害强度：{0:N1}\n	伤害强度：{0:N1}\n
攻击速度：{0:N2}次/秒\n	攻击速度：{0:N2}次/秒\n
攻击距离：{0:N2}米\n	攻击距离：{0:N2}米\n
护盾转化加成：{0:N3}/点\n	护盾转化加成：{0:N3}/点\n
最适温度上限：{1}{0:N2}度\n	最适温度上限：{1}{0:N2}度\n
最适温度下限：{1}{0:N2}度\n	最适温度下限：{1}{0:N2}度\n
<font color=#D06508>[食用]</font>\n	<font color=#D06508>[食用]</font>\n
<font color=#FF0000>(生食)</font>\n	<font color=#FF0000>(生食)</font>\n
精元：{0}\n	精元：{0}\n
食物：{0}\n	食物：{0}\n
水份：{0}\n	水份：{0}\n
娱乐：{0}\n	娱乐：{0}\n
<font color=#D06508>[药物]</font>\n	<font color=#D06508>[药物]</font>\n
治疗效率：{0:N2}\n	治疗效率：{0:N2}\n
持续时间：{0:N2}天\n	持续时间：{0:N2}天\n
作用部位：	作用部位：
<font color=#D06508>[秘籍]</font>\n	<font color=#D06508>[秘籍]</font>\n
[color=#00FF00][装备后可参悟][/color]\n	[color=#00FF00][装备后可参悟][/color]\n
提高道行:{0}\n	提高道行:{0}\n
需求境界：{0}({1})\n	需求境界：{0}({1})\n
<font color=#FF0000>(境界不够，无法修炼)</font>\n	<font color=#FF0000>(境界不够，无法修炼)</font>\n
需求境界：{0}\n	需求境界：{0}\n
<font color=#D06508>[丹药]</font>\n	<font color=#D06508>[丹药]</font>\n
灵气：{0}\n	灵气：{0}\n
筑基值：{0}\n	筑基值：{0}\n
参悟经验：{0}\n	参悟经验：{0}\n
耐药性：{0:P2}\n	耐药性：{0:P2}\n
<font color=#D06508>[法宝]</font>\n	<font color=#D06508>[法宝]</font>\n
天劫洗练：{0}次\n	天劫洗练：{0}次\n
五行：相生\n	五行：相生\n
五行：相同\n	五行：相同\n
五行：相克\n	五行：相克\n
<font color=#80D5FF>[精品]</font>	<font color=#80D5FF>[精品]</font>
孵化进度：{0:N0}%\n	孵化进度：{0:N0}%\n
制作者：	制作者：
我们的位置	我们的位置
我们不知道这个地方在哪，或许应该多转转？	我们不知道这个地方在哪，或许应该多转转？
建立门派后，派遣内门弟子前往历练	建立门派后，派遣内门弟子前往历练
建立门派后，派遣内门弟子前往驻扎，弟子会持续历练直到28天后或者发生受伤。\n驻扎后角色需要静修，静修时间与驻扎时间有关。\n（驻扎中每隔2到4天触发一次事件且随时可以召回）	建立门派后，派遣内门弟子前往驻扎，弟子会持续历练直到28天后或者发生受伤。\n驻扎后角色需要静修，静修时间与驻扎时间有关。\n（驻扎中每隔2到4天触发一次事件且随时可以召回）
门派存亡之际不宜外出。	门派存亡之际不宜外出。
{0}的的瓶颈即将松动，暂时不宜外出历练。	{0}的的瓶颈即将松动，暂时不宜外出历练。
{0}正在静修中，不能外出历练。	{0}正在静修中，不能外出历练。
此去路途遥远({2:F2}天)，确定要派遣{0}前往{1}吗？	此去路途遥远({2:F2}天)，确定要派遣{0}前往{1}吗？
前往{0}	前往{0}
耗时：{0:N2}天\n	耗时：{0:N2}天\n
[color=#B65704]耗时较长[/color]\n	[color=#B65704]耗时较长[/color]\n
驻扎中	驻扎中
返回中	返回中
循环十次	循环十次
循环五十次	循环五十次
无限循环	无限循环
取消循环	取消循环
\n\n{0}指定	\n\n{0}指定
正在进行中，不能修改原材料。	正在进行中，不能修改原材料。
同时激活的符咒最多只能有三个！	同时激活的符咒最多只能有三个！
卸下这个装备吗？	卸下这个装备吗？
痛感({0:P0})\n受伤会导致疼痛，当疼痛超过一定值会影响意识。	痛感({0:P0})\n受伤会导致疼痛，当疼痛超过一定值会影响意识。
